"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-27 02:00","1967","04","27","02:00","-2.8","","-5.6","","83","","32","","3","","24.1","","97.61","","","","-4","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-27 03:00","1967","04","27","03:00","-3.3","","-5.0","","88","","","","0","","24.1","","97.64","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-27 04:00","1967","04","27","04:00","-3.9","","-5.0","","93","","","","0","","24.1","","97.68","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-27 05:00","1967","04","27","05:00","-5.0","","-6.1","","92","","","","0","","24.1","","97.70","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-27 06:00","1967","04","27","06:00","-5.0","","-6.1","","91","","","","0","","24.1","","97.75","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-27 07:00","1967","04","27","07:00","-4.4","","-5.6","","90","","","","0","","24.1","","97.79","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-27 08:00","1967","04","27","08:00","-0.6","","-3.9","","80","","","","0","","24.1","","97.80","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-27 09:00","1967","04","27","09:00","3.9","","-1.7","","67","","32","","2","","24.1","","97.80","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-27 10:00","1967","04","27","10:00","8.3","","-2.2","","46","","23","","6","","24.1","","97.78","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-27 11:00","1967","04","27","11:00","8.9","","-2.8","","44","","27","","3","","24.1","","97.76","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-27 12:00","1967","04","27","12:00","8.3","","-2.2","","46","","32","","13","","24.1","","97.75","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-27 13:00","1967","04","27","13:00","10.0","","-2.2","","43","","32","","8","","24.1","","97.70","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-27 14:00","1967","04","27","14:00","10.0","","-2.8","","41","","27","","13","","24.1","","97.67","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-27 15:00","1967","04","27","15:00","10.0","","-2.8","","41","","29","","5","","24.1","","97.64","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-27 16:00","1967","04","27","16:00","10.6","","-2.2","","41","","25","","13","","24.1","","97.62","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-27 17:00","1967","04","27","17:00","11.1","","-1.7","","40","","27","","16","","24.1","","97.58","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-27 18:00","1967","04","27","18:00","10.6","","-2.2","","41","","32","","6","","24.1","","97.57","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-27 19:00","1967","04","27","19:00","10.0","","-2.2","","43","","32","","10","","24.1","","97.55","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-27 20:00","1967","04","27","20:00","8.3","","-2.2","","46","","27","","6","","24.1","","97.55","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-27 21:00","1967","04","27","21:00","2.2","","-3.3","","67","","","","0","","24.1","","97.58","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-27 22:00","1967","04","27","22:00","-0.6","","-4.4","","74","","","","0","","24.1","","97.62","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-27 23:00","1967","04","27","23:00","-1.7","","-4.4","","81","","","","0","","24.1","","97.65","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-28 00:00","1967","04","28","00:00","-2.8","","-5.6","","83","","","","0","","24.1","","97.66","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-28 01:00","1967","04","28","01:00","-2.8","","-5.0","","86","","","","0","","24.1","","97.67","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-28 02:00","1967","04","28","02:00","-3.3","","-5.6","","86","","","","0","","24.1","","97.67","","","","","","Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-28 03:00","1967","04","28","03:00","-4.4","","-6.1","","88","","","","0","","24.1","","97.68","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-28 04:00","1967","04","28","04:00","-4.4","","-6.1","","89","","","","0","","24.1","","97.68","","","","","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-28 05:00","1967","04","28","05:00","-5.0","","-6.7","","88","","","","0","","24.1","","97.67","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-28 06:00","1967","04","28","06:00","-5.0","","-6.1","","91","","","","0","","24.1","","97.68","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-28 07:00","1967","04","28","07:00","-4.4","","-5.6","","90","","","","0","","24.1","","97.70","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-28 08:00","1967","04","28","08:00","-1.1","","-4.4","","80","","","","0","","24.1","","97.68","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-28 09:00","1967","04","28","09:00","3.3","","-1.7","","69","","27","","3","","24.1","","97.64","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-28 10:00","1967","04","28","10:00","6.7","","-1.7","","55","","9","","2","","24.1","","97.61","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-28 11:00","1967","04","28","11:00","6.7","","-2.2","","53","","27","","6","","24.1","","97.63","","","","","","Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-28 12:00","1967","04","28","12:00","6.1","","-1.7","","58","","32","","5","","24.1","","97.61","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-28 13:00","1967","04","28","13:00","2.8","","1.1","","90","","5","","3","","12.9","","97.61","","","","","","Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-28 14:00","1967","04","28","14:00","2.8","","1.1","","87","","36","","3","","12.9","","97.55","","","","","","Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-28 15:00","1967","04","28","15:00","2.2","","1.7","","95","","5","","5","","9.7","","97.53","","","","","","Rain,Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-28 16:00","1967","04","28","16:00","2.2","","1.7","","95","","5","","6","","9.7","","97.45","","","","","","Rain,Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-28 17:00","1967","04","28","17:00","2.2","","1.7","","95","","11","","6","","9.7","","97.43","","","","","","Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-28 18:00","1967","04","28","18:00","1.7","","1.1","","97","","9","","10","","6.4","","97.38","","","","","","Rain,Snow,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-28 19:00","1967","04","28","19:00","1.7","","1.1","","97","","9","","3","","6.4","","97.38","","","","","","Rain,Snow,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-28 20:00","1967","04","28","20:00","1.7","","1.1","","97","","7","","8","","4.8","","97.35","","","","","","Rain,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-28 21:00","1967","04","28","21:00","1.7","","1.1","","97","","11","","6","","4.8","","97.30","","","","","","Rain,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-28 22:00","1967","04","28","22:00","1.7","","1.1","","97","","9","","6","","12.9","","97.25","","","","","","Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-28 23:00","1967","04","28","23:00","2.2","","1.7","","97","","14","","2","","6.4","","97.20","","","","","","Rain,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-29 00:00","1967","04","29","00:00","2.2","","1.7","","97","","7","","6","","6.4","","97.14","","","","","","Rain,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-29 01:00","1967","04","29","01:00","2.2","","1.7","","97","","9","","5","","8.0","","97.08","","","","","","Rain,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-29 02:00","1967","04","29","02:00","2.8","","2.2","","95","","9","","10","","6.4","","96.95","","","","","","Rain,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-29 03:00","1967","04","29","03:00","2.8","","2.2","","95","","11","","8","","8.0","","96.90","","","","","","Rain,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-29 04:00","1967","04","29","04:00","2.8","","2.2","","95","","9","","10","","11.3","","96.86","","","","","","Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-29 05:00","1967","04","29","05:00","2.2","","1.7","","97","","9","","10","","4.8","","96.85","","","","","","Drizzle,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-29 06:00","1967","04","29","06:00","2.2","","1.7","","95","","7","","8","","2.8","","96.84","","","","","","Drizzle,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-29 07:00","1967","04","29","07:00","1.7","","1.1","","95","","9","","10","","4.8","","96.85","","","","","","Drizzle,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-29 08:00","1967","04","29","08:00","1.1","","0.6","","97","","7","","10","","6.4","","96.86","","","","","","Drizzle,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-29 09:00","1967","04","29","09:00","1.1","","0.6","","95","","9","","13","","6.4","","96.80","","","","","","Drizzle,Fog"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-29 10:00","1967","04","29","10:00","1.1","","0.6","","95","","9","","6","","24.1","","96.83","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-29 11:00","1967","04","29","11:00","1.1","","0.6","","97","","9","","3","","24.1","","96.79","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-29 12:00","1967","04","29","12:00","1.1","","0.6","","95","","9","","10","","24.1","","96.79","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-29 13:00","1967","04","29","13:00","1.1","","0.6","","95","","9","","11","","24.1","","96.72","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-29 14:00","1967","04","29","14:00","1.1","","0.0","","92","","9","","13","","24.1","","96.77","","","","","","Drizzle"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-29 15:00","1967","04","29","15:00","0.6","","-0.6","","92","","9","","13","","16.1","","96.75","","","","","","Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-29 16:00","1967","04","29","16:00","0.6","","0.0","","94","","7","","13","","12.9","","96.76","","","","","","Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-29 17:00","1967","04","29","17:00","0.6","","0.0","","94","","5","","13","","16.1","","96.70","","","","","","Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-29 18:00","1967","04","29","18:00","-0.6","","-1.7","","91","","5","","10","","12.9","","96.68","","","","-4","","Freezing Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-29 19:00","1967","04","29","19:00","-0.6","","-1.7","","94","","5","","10","","9.7","","96.66","","","","-4","","Freezing Rain"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-29 20:00","1967","04","29","20:00","-1.1","","-2.8","","89","","9","","13","","16.1","","96.64","","","","-5","","Ice Pellets"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-29 21:00","1967","04","29","21:00","-1.7","","-2.8","","92","","2","","10","","4.8","","96.70","","","","-5","","Snow,Ice Pellets"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-29 22:00","1967","04","29","22:00","-1.7","","-2.8","","90","","5","","10","","6.4","","96.66","","","","-5","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-29 23:00","1967","04","29","23:00","-1.7","","-2.8","","93","","2","","10","","4.8","","96.68","","","","-5","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-30 00:00","1967","04","30","00:00","-1.7","","-2.2","","95","","5","","10","","2.4","","96.71","","","","-5","","Snow,Ice Pellets"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-30 01:00","1967","04","30","01:00","-1.7","","-2.8","","92","","2","","8","","3.6","","96.75","","","","-5","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-30 02:00","1967","04","30","02:00","-2.2","","-3.3","","91","","2","","13","","6.4","","96.76","","","","-7","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-30 03:00","1967","04","30","03:00","-2.2","","-3.3","","94","","2","","11","","4.8","","96.74","","","","-6","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-30 04:00","1967","04","30","04:00","-2.2","","-3.3","","94","","2","","8","","6.4","","96.71","","","","-5","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-30 05:00","1967","04","30","05:00","-2.2","","-3.9","","89","","2","","11","","11.3","","96.70","","","","-6","","Snow"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-30 06:00","1967","04","30","06:00","-2.2","","-3.9","","89","","5","","10","","24.1","","96.72","","","","-6","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-30 07:00","1967","04","30","07:00","-2.2","","-3.9","","87","","5","","11","","24.1","","96.78","","","","-6","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-30 08:00","1967","04","30","08:00","-1.7","","-3.9","","84","","2","","13","","24.1","","96.75","","","","-6","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-30 09:00","1967","04","30","09:00","-1.1","","-3.9","","81","","2","","6","","24.1","","96.81","","","","-3","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-30 10:00","1967","04","30","10:00","0.0","","-2.8","","83","","5","","19","","24.1","","96.86","","","","-5","","Mainly Clear"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-30 11:00","1967","04","30","11:00","0.6","","-1.7","","84","","5","","10","","24.1","","96.82","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-30 12:00","1967","04","30","12:00","1.7","","-2.2","","76","","7","","19","","24.1","","96.87","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-30 13:00","1967","04","30","13:00","2.2","","-1.7","","75","","5","","10","","24.1","","96.82","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-30 14:00","1967","04","30","14:00","2.2","","-3.3","","67","","9","","10","","24.1","","96.78","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-30 15:00","1967","04","30","15:00","3.3","","-3.3","","62","","9","","16","","24.1","","96.67","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-30 16:00","1967","04","30","16:00","3.3","","-2.2","","66","","9","","23","","24.1","","96.64","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-30 17:00","1967","04","30","17:00","3.3","","-3.9","","59","","7","","19","","24.1","","96.56","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-30 18:00","1967","04","30","18:00","3.3","","-3.3","","62","","9","","19","","24.1","","96.54","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-30 19:00","1967","04","30","19:00","2.8","","-2.8","","68","","9","","16","","24.1","","96.40","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-30 20:00","1967","04","30","20:00","2.2","","-6.1","","55","","9","","19","","24.1","","96.24","","","","","","Mostly Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-30 21:00","1967","04","30","21:00","1.7","","-7.2","","51","","11","","26","","24.1","","96.26","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-30 22:00","1967","04","30","22:00","1.7","","-5.6","","58","","7","","19","","24.1","","96.06","","","","","","Cloudy"
"-91.62","48.75","ATIKOKAN","6020379","1967-04-30 23:00","1967","04","30","23:00","1.7","","-4.4","","63","","9","","23","","24.1","","95.88","","","","","","Rain"
